traffic_label,avg_packet_size_bytes,log_packet_count,log_byte_count,rate_ratio_bytes_per_packet
0,45821.436923823385,8.3243363327069,19.05660108244885,291188.3035714286
0,163058.8918224299,8.361941906144946,20.36357500406878,14472.69353128314
0,77253.91522241478,8.842893331055539,20.09760179413207,42937.05968169761
0,162100.70311231393,8.215006432761575,20.210708880288202,26803.871107266437
0,14877.711487337345,8.87458787627932,18.48206747528955,25286.844504021446
0,59897.971527082635,9.104090572133472,20.104377277049274,112633.72782258065
0,63955.32084481175,9.295692039075686,20.36154022411129,54391.1429906542
0,50285.419235779416,9.533799735803484,20.359197808525323,85196.92469352014
0,21302.131921525484,9.297343415597757,19.263814185170368,260577.1173469388
0,196226.04723961296,8.164794804244766,20.35153284611073,9986.172661870503
0,15583.21551664475,9.578449693540579,19.23233017702579,38255.37292576419
0,451640.39310344827,7.280008252884188,20.299960388626825,40528.08974358974
0,25111.07780528053,9.402694764470512,19.533676637487975,14112.724172517552
0,340674.1054025424,7.543802867501509,20.281954944919065,24034.416927899685
0,41779.59483838637,9.390492911485298,20.03057273327795,39354.50637213254
0,120699.12859833198,8.220941168281389,19.92172836001935,85395.90447761194
0,164745.36187845303,8.089175678837561,20.10102509051072,90689.09145129225
0,45911.48857693366,8.198089248956116,18.932284698740165,86828.94432989691
0,177463.20859728506,7.701200180857446,19.787266387966376,23661.36812674744
0,40429.32863091697,9.373139262281274,19.98036504134726,124856.16184971099
0,74918.78480130142,9.060331104649475,20.284374851425415,52026.12875536481
0,41165.9022192182,9.09133158539398,19.71658452044082,46263.21868583162
0,205131.83819628647,7.724446645633537,19.95541282339572,99355.43958333334
0,47685.82949362648,9.053920452704881,19.826193073743788,31200.515151515152
0,139752.06593740504,8.09925056179696,19.946571925119823,64856.193290734824
0,143558.8240578987,8.2960476427647,20.170298266308997,91068.39692982456
0,62035.15246853824,9.019785010255125,20.055120491406555,26411.68284789644
0,18754.38718963656,9.316230747233615,19.15532378313514,31261.82874617737
0,57050.04963462086,9.262743050769231,20.214332378572532,28027.077281191807
0,71669.93362882145,9.082507000466299,20.262219962152432,115957.85041551247
0,185842.63282707168,8.230577217146454,20.362966335083787,398426.6153846154
0,80738.26713620928,8.98117874833641,20.28002091936448,51534.969696969696
0,226983.3138030194,7.931284761525891,20.26355716035305,287866.57954545453
0,59253.4462640737,9.282474969735382,20.271961148511878,11959.802469135802
0,61778.292434662995,9.297068375486006,20.328284006758803,66595.9701897019
0,31697.733005607188,9.47424191576256,19.838165553610047,73056.09315068493
0,34977.50866586054,9.202812105555392,19.665171872055264,48543.05128205128
0,196137.25594563986,8.169902647359145,20.356189541731517,26328.906779661018
0,33747.328569493366,9.600014794178023,20.02660360582831,28615.653010033446
0,20301.481981981982,9.428109506952937,19.346478242973316,40285.336134453784
0,32043.033161068044,9.359708203627006,19.734457142029978,49860.101156069366
0,72887.09054016233,8.874447967219979,20.07097485832164,52295.919913419915
0,54310.862083652784,9.370757093382087,20.273151436737013,265360.9673913043
0,46434.187896176685,9.615005159913578,20.360729714093736,41435.40152801358
0,27728.925205930806,8.711278615130434,18.941345268601058,453869.425
0,41374.87537306683,9.310909426897878,19.941248093271792,31369.965625
0,82215.8362565773,8.9850695596458,20.302047504810645,32909.91914191419
0,12032.673742501154,9.290629203204986,18.685917962148675,37494.444444444445
0,55152.86718585561,9.159362817211315,20.07712159584942,21614.30546265329
0,42661.95660854519,8.924523226133914,19.585452991641876,137448.35061728396
